省份,城市,区域,院校名称,建校时间,隶属于,985工程,211工程,双一流,强基,国家重点学科,硕士点,博士点,重点实验室,占地面积(亩),院校类型,办学类型,办学性质,电子邮箱,地址,官方网址,官方电话,简介
陕西,西安市,雁塔区,西安电子科技大学,1931,教育部,,是,是,,3,26,14,6,4050,理工类,普通本科,公办,zsb@mail.xidian.edu.cn,北校区地址：西安市太白南路2号;南校区地址：西安市西沣路兴隆段266号,https://www.xidian.edu.cn/,"029-88202335,029-88204236",西安电子科技大学是以信息与电子学科为主，工、理、管、文多学科协调发展的全国重点大学，直属教育部，是国家“优势学科创新平台”项目和“211工程”项目重点建设高校之一、国家双创示范基地之一、首批35所示范性软件学院、首批9所示范性微电子学院、首批9所获批设立集成电路人才培养基地和首批一流网络安全学院建设示范项目的高校之一。学校前身是1931年诞生于江
天津,天津市,东丽区,中国民航大学,1951,交通运输部,,,,,0,11,1,0,2576,理工类,普通本科,公办,zsb@cauc.edu.cn,天津市东丽区津北公路2898号,http://www.cauc.edu.cn,022-24092126,中国民航大学是中国民用航空局直属的一所以培养民航高级工程技术和管理人才为主的高等学府，是中国民用航空局、天津市人民政府、教育部共建高校。学校的前身是1951年9月成立的军委民航局第二民用航空学校，由毛泽东主席亲自任命方槐将军为校长，周恩来总理亲自选定校址。1981年更名为中国民用航空学院，2006年5月30日，更名为中国民航大学。学校坚持社会主义办学方
甘肃,兰州市,城关区,兰州大学,1909,教育部,是,是,是,是,17,47,25,5,3544,综合类,普通本科,公办,zsb@lzu.edu.cn,兰州市天水南路222号,http://www.lzu.edu.cn/,"0931-8912116,0931-8912748",兰州大学是教育部直属的全国重点综合性大学，是国家“985工程”和“211工程”重点建设高校之一。学校创建于1909年，其前身是清末新政期间设立的甘肃法政学堂，是甘肃近代高等教育开端之标志，开启了西北高等教育的先河。1928年扩建为兰州中山大学，1945年定名为国立兰州大学。新中国成立后，兰州大学坚持党的教育方针，坚持正确的办学方向，发展壮大，迅速崛起。在
安徽,马鞍山市,,安徽工业大学,1958,安徽省,,,,,0,17,2,0,2549,理工类,普通本科,公办,agdzsb@ahut.edu.cn,佳山校区：安徽省马鞍山市花山区湖东路59号;秀山校区：安徽省马鞍山市马向路新城东区,http://www.ahut.edu.cn/,"0555-2315270,0555-2315272,0555-2315351",安徽工业大学坐落于全国文明城市——安徽省马鞍山市，毗邻江苏省南京市，山水秀丽，文脉源远，是一所以工为主，工、理、经、管、文、法、艺七大学科门类协调发展，具有鲜明行业特色的多科性大学，是科技部与安徽省政府联动支持高校、国家“中西部高校基础能力建设工程”项目实施高校、“全国首批深化创新创业教育改革示范高校”、全国创新创业典型经验50强高校
安徽,淮南市,,安徽理工大学,1945,安徽省,,,,,0,21,6,0,3200,理工类,普通本科,公办,webmaster@aust.edu.cn,安徽省淮南市泰丰大街168号,http://www.aust.edu.cn/,"0554-6668487,0554-6632810",安徽理工大学是安徽省重点建设的特色高水平大学，是安徽省和中华人民共和国应急管理部共建高校，是国家中西部高校基础能力建设工程支持建设的高校，是教育部“卓越工程师教育培养计划”实施高校。2006年，学校在教育部本科教学工作水平评估中获优秀等次。学校占地约3200亩。学校创建于1945年，是安徽省第一所工科高校，是全国最早开展矿业人才培养的两所高校之一
天津,天津市,南开区,天津大学,1895,教育部,是,是,是,是,17,42,30,14,6161,理工类,普通本科,公办,tdzb@tju.edu.cn,天津市南开区卫津路92号,http://www.tju.edu.cn/,022-27405486,天津大学是教育部直属国家重点大学，其前身为北洋大学，始建于1895年10月2日，是中国第一所现代大学，素以“实事求是”的校训、“严谨治学”的校风和“爱国奉献”的传统享誉海内外。1951年经国家院系调整定名为天津大学，是1959年中共中央首批确定的16所国家重点大学之一，是“211工程”、“985工程”首批重点建设的大学，入选国家“世界一流大学建设”A类高校。天津
天津,天津市,西青区,天津农学院,1976,天津市,,,,,0,9,0,0,1292,农林类,普通本科,公办,tjauzb@126.com,天津市西青区津静路22号,http://www.tjau.edu.cn/,"022-23799551,022-23792191",天津农学院始建于1976年。2001年经天津市政府批准，天津市城乡经济学校并入天津农学院。1982年获学士学位授予权，2006年获硕士学位授予权。1996年首批通过国家教委本科教学合格评价，2007年在教育部进行的本科教学工作水平评估中获得“优秀”。学校以农科为主体，农学、工学、管理学、理学、经济学、文学、艺术学协调发展。经过多年的办学实践，形成了紧贴区域经济社
四川,成都市,武侯区,四川大学,1896,教育部,是,是,是,是,46,361,47,19,7050,综合类,普通本科,公办,nic8401@scu.edu.cn,四川省成都市一环路南一段24号,http://www.scu.edu.cn/,"028-86081605,028-86080605",岷峨挺秀，锦水含章。巍巍学府，德渥群芳。四川大学是教育部直属全国重点大学，是国家布局在中国西部的重点建设的高水平研究型综合大学。四川大学地处中国历史文化名城——“天府之国”的成都，有望江、华西和江安三个校区，占地面积7050亩，校舍建筑面积256.3万平方米。校园环境幽雅、花木繁茂、碧草如茵、景色宜人，是读书治学的理想园地。四川大学由原四川大
江苏,南京市,秦淮区,南京航空航天大学,1952,工业和信息化部,,是,是,,6,33,17,4,2077,理工类,普通本科,公办,zsb@nuaa.edu.cn,明故宫校区：江苏省南京市秦淮区御道街29号;将军路校区：南京市江宁区将军大道29号,http://www.nuaa.edu.cn/,025-84892899,南京航空航天大学创建于1952年10月，是新中国自己创办的第一批航空高等院校之一。1978年被国务院确定为全国重点大学;1981年经国务院批准成为全国首批具有博士学位授予权的高校;1996年进入国家“211工程”建设;2000年经教育部批准设立研究生院;2011年，成为“985工程优势学科创新平台”重点建设高校;2017年，进入国家“双一流”建设序列。学校现隶属于工业和信息化部。2012年12
四川,成都市,青羊区,西南财经大学,1925,教育部,,是,是,,4,6,7,1,2300,财经类,普通本科,公办,zhaoban@swufe.edu.cn,光华校区：四川省成都市光华村街55号;柳林校区：成都市温江区柳台大道555号,https://www.swufe.edu.cn/,"028-87092355,028-87092897,028-8709291","西南财经大学是教育部直属的国家“211工程”和“985工程”优势学科创新平台建设的全国重点大学，也是国家“双一流”建设高校。学校地处国家历史文化名城、南方丝绸之路的起点、素有“天府之国”美誉的成都，有光华、柳林两校区，总占地2300余亩。光华铁树穿越年轮时光感受历史缅怀先贤,巍巍钟楼傲然屹立感受青春与未来对话,这里古今融通、传统与现代交相辉映，实"
天津,天津市,北辰区,天津商业大学,1980,天津市,,,,,0,11,0,0,1340,财经类,普通本科,公办,tszsb@tjcu.edu.cn,天津市北辰区光荣道409号,https://www.tjcu.edu.cn/,022-26656785,天津商业大学原名天津商学院，由国家商业部和天津市人民政府于1980年创建。1998年学校实行中央与地方共建、以地方管理为主的管理体制。2007年学校更名为天津商业大学。学校位于天津市北辰区光荣道409号，占地面积近1340亩，建筑面积近51万平方米，教学科研仪器设备总值5.46亿元。图书馆现有中外文藏书214.55万册，每年订阅中外文报刊1140种（册），中外文数据库99个，电子
天津,天津市,西青区,天津工业大学,1912,天津市,,,是,,1,25,3,0,2925,理工类,普通本科,公办,zhaosheng@tjpu.edu.cn,天津市西青区宾水西道399号,http://www.tjpu.edu.cn/,022-83955227,天津工业大学是教育部与天津市共建、天津市重点建设的全日制普通高等学校。学校办学历史悠久，最早的学科始建于1912年，1958年开始独立办学，原名河北纺织工学院，1968年更名为天津纺织工学院，2000年更名为天津工业大学，2017年入选国家“双一流”世界一流学科建设高校，是我国最早开展纺织高等教育的学府之一，现已发展成为一所以工为主，工、理、文、管、经、法、
上海,上海市,黄浦区,上海交通大学医学院,1896,教育部,,,,,0,56,6,0,0,医药类,普通本科,公办,zsb@sjtu.edu.cn,上海市重庆南路227号,https://www.shsmu.edu.cn/,021-63846590-776118,上海第二医科大学(原名上海第二医学院)由圣约翰大学医学院(1896-1952)、震旦大学医学院(1911-1952)、同德医学院(1918-1952)于1952年全国高等学校院系调整时合并而成。1997年学校通过了“211工程”正式立项，是国家重点建设的“211工程”大学之一。2002年又通过了“211工程”“九五”项目验收和“十五”建设项目论证。学校现有教职医护员工12400人，其中专业技术人员10168名，具有高
四川,成都市,温江区,四川农业大学,1906,四川省,,是,是,,2,18,11,0,4500,农林类,普通本科,公办,scndzs@163.com,雅安校区：四川省雅安市雨城区新康路46号  成都校区：成都市温江区惠民路211号   都江堰校区：成都市都江堰市建设路288号,http://www.sicau.edu.cn,"028-86290999,028-86291999",四川农业大学是一所以生物科技为特色，农业科技为优势，多学科协调发展的国家“211工程”重点建设大学和国家“双一流”建设高校，也是教育部本科教学工作水平评估优秀高校。办学历史悠久、资源丰富。前身是1906年创办的四川通省农业学堂，此后历经四川高等农业学校(1912年)、四川公立农业专门学校(1914年)、公立四川大学农科学院(1927年)、四川省立农学院(1932年)、国立
天津,天津市,西青区,天津师范大学,1958,天津市,,,,,2,33,8,0,3500,师范类,普通本科,公办,zsb@tjnu.edu.cn,天津市西青区宾水西道393号,http://www.tjnu.edu.cn/,"022-23541338,022-23767181",天津师范大学是天津市属重点院校，始建于1958年，原名天津师范学院，1982年更名为天津师范大学。1999年，原天津师范大学、天津师范高等专科学校、天津教育学院合并组建新天津师范大学。学校占地面积3500亩、建筑面积84万平方米。学校现有23个学院，70个本科专业，8个博士学位授权一级学科，35个硕士学位授权一级学科，15个硕士专业学位类别，涉及哲学、经济学、法学、
天津,天津市,西青区,天津城建大学,1978,天津市,,,,,0,14,0,0,915,综合类,普通本科,公办,zhb@tcu.edu.cn,天津市西青区津静路26号,http://www.tcu.edu.cn,022-23771790,天津城建大学是天津市属普通高等学校，始建于1978年，前身为天津大学第四分校，依托天津大学开办本科教育;1979年，更名为天津大学建筑分校，1987年，更名为天津城市建设学院，2013年，更名为天津城建大学。1998年，学校被批准为硕士学位授予单位，实现了办学层次的提升;2007年，学校被批准为工程硕士培养单位。1996年，通过本科教学合格评估，2007年，以“优秀”成绩通过
